Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Marlborough JK,Harker AY,Sarah Martin,Neg,28.6,28.7
Lynbrook AS,Flintridge Prep CX,Molly Urfalian,Neg,28.6,28.5
Lynbrook OM,Harker SSe,Wyeth Renwick,Neg,29.3,29.4
Immaculate Heart SH,Peninsula DN,Clare Bradley,Neg,28.6,28.7
Sage Hill LZ,Mountain View AW,Joseph Barquin,Neg,28.5,28.8
Marlborough RB,Harker JS,Temitope Ogundare,Neg,28.7,28.8
Sage Hill AJ,Marlborough LF,Rayeed Rahman,Neg,29.4,29.6
Marlborough SW,Waring MB,William Liu,Neg,28.7,29.1
Marlborough KM,Immaculate Heart NH,Ilan Boguslavsky,Aff,29.4,29.3
Los Gatos MS,Marlborough AL,Valerie Li,Neg,28.6,28.7
Gunn SP,Awty International RY,Riley Rees,Aff,28.8,28.7
Marlborough EP,Loyola TC,Riley Rees,Aff,28.7,28.6
Harker AS,Awty International AZ,Rodrigo Paramo,Aff,28.9,28.8
Peninsula XB,Loyola JR,Jackson Mills,Aff,29.0,28.5
Harker LL,OC Policy Association NC,Max Perin,Aff,29.0,28.8
Harker ASi,Immaculate Heart CM,Sabeeh Mirza,Neg,28.8,28.9
Peninsula AU,Immaculate Heart IZ,Curtis Ortega,Neg,28.9,29.0
Papaya Valley SK,Marlborough SM,Allyson Spurlock,Aff,29.0,28.8
Troy Independent JK,Marlborough CS,Valerie Li,Aff,29.1,28.8
Awty International DR,Loyola JC,Michael Harris,Aff,29.2,28.0
Harker SS,Riverside Independent OT,Joey Antonelli,Aff,29.6,28.9
Loyola ED,BASIS Scottsdale SS,Dorian Gurrola,Neg,29.6,29.7
Marlborough OO,Loyola RV,Dylan Liu,Neg,29.5,29.4
Riverside Independent PK,Peninsula LZh,Allyson Spurlock,Aff,28.9,28.8
Lynbrook VK,Sonoma AM,Jeremy Kim,Neg,28.6,29.3
Loyola KO,Peninsula EC,Vontrez White,Aff,29.3,29.1
Peninsula KH,Palos Verdes CP,Shreeram Modi,Neg,28.0,28.9
Harker RG,Lynbrook ST,Wyeth Renwick,Aff,29.4,29.3
Loyola SC,Lynbrook NM,Gordon Krauss,Neg,28.5,28.7
Peninsula ECh,Mountain View CS,Anirv Ayyala,Neg,28.7,29.3
Lynbrook SV,Loyola JP,Julian Kuffour,Neg,28.9,29.0
BASIS Scottsdale AK,Immaculate Heart OA,Gordon Krauss,Neg,28.6,29.1
Peninsula SU,Harker TP,Anika Ganesh,Neg,29.2,29.3
Marlborough AK,BASIS Silicon Valley VP,Tanya Wei,Aff,29.0,28.9
Lynbrook BZ,Greenhill AK,Jackson Mills,Aff,29.5,29.4
Marlborough EF,Loyola AK,Austin Loui,Neg,28.7,28.8
Peninsula AK,Marlborough LS,Tanya Wei,Neg,29.0,29.5
Marlborough SS,Loyola CK,Austin Loui,Aff,29.2,28.9
Coppell KT,Southlake Carroll SK,Dylan Liu,Neg,29.4,29.5
Ridgecrest EC,Loyola WL,Ruiting Wu,Neg,28.7,29.0
Monta Vista SC,Loyola TH,Coralynn Yang,Neg,28.8,29.1
Peninsula KT,Canyon Crest CD,Patrick Fox,Aff,28.6,28.4
BASIS Scottsdale JV,Riverside Independent SH,Julian Kuffour,Neg,29.1,29.2
Palos Verdes SP,Loyola EM,Jonathan Meza,Aff,29.0,28.9
Harker ID,Greenhill SK,Adam Mimou,Neg,29.1,29.3
Greenhill DM,Marlborough DK,Coralynn Yang,Aff,29.4,29.2
Harker AA,Marlborough AM,Riley Reichel,Neg,29.3,29.5
Marlborough JW,Harker JY,Riley Reichel,Neg,29.0,28.7
Harker SD,Barrington AC,Penelope Pressman,Neg,28.9,29.0
Immaculate Heart OG,Peninsula LZ,Curtis Ortega,Aff,29.0,28.9
Immaculate Heart ES,Harker NB,Penelope Pressman,Neg,29.1,29.2
Harker LC,Meadows TB,Elizabeth Elliott,Aff,29.5,29.2
Sage Hill IH,Stanford OHS ES,Victor Jih,Aff,28.5,28.3
Loyola MR,Peninsula JT,Joseph Barquin,Neg,28.8,28.9
Peninsula GY,Geffen Academy of UCLA JP,Bryce Sheffield,Neg,28.3,28.4
Pinewood CA,Peninsula JE,Vontrez White,Neg,29.3,29.4
Lynbrook VV,Loyola UT,Arthur Qin,Aff,29.6,29.0
