Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Sharks Independent KW,City Honors JB,Matt Cekanor,Neg,29.3,29.4
Marlborough MF,Brophy CC,Vipul Panchal,Aff,29.0,28.8
Southlake Carroll SK,Holy Trinity Episcopal AR,Rowan MacLean,Neg,29.9,30.0
Dougherty Valley MJ,Maccabees RS,Briajia Levi,Neg,28.8,28.9
Edgemont VS,New Orleans Charter Science And Math JW,Matthew Hayes,Aff,28.0,27.0
Golden State KS,Equality Independent EW,Brixz Gonzaba,Neg,27.5,27.6
BASIS Chandler WI,Brearley IL,Elizabeth Nicaj,Neg,28.5,29.2
Berkeley Carroll JH,Gunn CH,Anthony Berryhill,Neg,27.5,26.5
Los Alamos EB,Saratoga DR,Jasmin Vicente,Aff,29.4,29.3
Harrison FW,Mission San Jose AS,Garrett Bishop,Aff,29.6,28.6
Marlborough AL,Altamont SB,Carlye Sanchez,Neg,29.3,29.5
American SS,Bellevue Youth MY,Shivali Sharma,Aff,23.2,22.0
North Hollywood NV,Cary Acad AF,Kadence Wigant,Aff,28.7,28.3
Flintridge Prep ED,West Windsor Plainsboro HS North NN,Forest Werner,Aff,27.5,30.0
Cherry Hill HS East CR,Iowa City West VD,Brian Son,Aff,29.1,28.8
Dublin Independent SG,Altamont MF,Akshay Agarwal,Neg,29.0,29.1
Research Triangle HF,Veritas Independent TI,Rose Larson,Neg,28.3,28.9
MSTW Independent AP,Strake Jesuit  SA,Ayman Badawy,Aff,29.2,29.1
Strake Jesuit  DV,BZ AA,Michael Harris,Aff,28.3,28.2
Stratford Prep IJ,San Marino VC,Muzammil Mushtaq,Aff,27.5,27.0
Awty International AZ,Chaminade OS,Zhiying Hu,Neg,28.5,28.6
Westwood AU,Lynbrook AS,Chloe Wolf,Neg,29.7,29.8
Southlake Carroll TB,Lynbrook RS,Yalin Wang,Neg,27.0,28.0
Pinewood CA,West HS SLC KS,Lydia Wang,Aff,28.9,28.8
San Marino WC,BASIS Chandler AR,Ananya Anand,Aff,29.0,28.4
Barrington AC,BASIS Scottsdale SS,Nicholas Ford,Aff,29.2,28.7
Lynbrook RT,Bothell MP,Gloria Jonathan,Neg,23.0,26.0
Greenhill MA,Vanguard Independent AK,Parvathy Mohan,Neg,29.0,30.0
OCSH Independent LZ,Able2Shine SL,Bo Zeng,Aff,28.8,28.7
Horace Greeley CC,Edgemont SS,Donald Broussard,Aff,27.3,27.0
New Orleans Charter Science And Math DN,Colorado Academy Independent HJ,Abigael Jakson,Neg,28.5,29.0
Holy Trinity Episcopal CH,Phillips Exeter Independent TH,Saied Beckford,Aff,29.4,29.1
Los Alamos AS,Portola JL,Max Perin,Neg,28.6,28.7
Harrison AG,Mustang SY,Jason Paul,Aff,29.0,28.8
Golden State AB,SD BZ,Kushagra Mahajan,Neg,28.0,29.0
Marlborough SM,Memorial BL,Amanda Ciocca,Neg,29.1,29.6
Edgemont AP,Harrison JB,Hunter Harwood,Aff,29.3,28.9
Mission San Jose MW,Bellevue Youth ZF,Shanker Padidam,Neg,25.0,26.0
Northwood NC,Regent Legacy LJ,Sullivan Ho,Aff,28.2,27.1
Horace Greeley AM,Hunter AC,Blake Ziegler,Aff,29.3,28.0
Vanguard Independent HK,Equality Independent SJ,Srivani Uppalapati,Neg,28.0,28.2
King DS,Kent Denver CM,Abhi Elisetty,Neg,28.8,29.1
Trinity Prep GP,Strake Jesuit  EX,Kate Totz,Aff,29.3,28.7
Dougherty Valley SV,Mission San Jose ST,Michelle Luo,Neg,28.0,28.1
Langham Creek LY,Marlborough AT,Zakai Petilon,Aff,29.0,28.0
Awty International DR,Harrison AN,Jade Wu,Aff,29.8,29.7
Peninsula AU,New Orleans Charter Science And Math LD,Jordan Berry,Aff,27.0,27.5
Jericho Unaffiliated LL,Memorial EJ,Elvis Pineda,Neg,29.1,29.5
Ardsley NN,North Hollywood RL,Cyris Lim,Aff,28.2,26.9
BASIS Scottsdale AK,Equality Independent JM,Elmer Yang,Aff,29.0,28.7
Marlborough AK,American Heritage Palm Beach NI,Lydia Aklilu,Aff,29.4,29.3
Harrison KI,Coppell KT,Leah Clark-Villanueva,Neg,28.3,29.5
BASIS Silicon Valley VP,Stratford Prep AM,David Guidry,Aff,29.3,28.1
Awty International RY,Dougherty Valley SL,Dexter Winn,Neg,28.6,28.9
Dougherty Valley NM,Golden State IT,Elizabeth Elliott,Aff,28.8,28.3
Frazer JR,Heritage High AP,Michael Stewart,Aff,29.1,28.7
Altamont WM,Klein GS,Rob Sosa,Neg,29.1,29.2
Golden State SL,Ridge HK,Lindsey McNamara,Aff,28.8,28.4
Westridge YW,Lynbrook VK,Martin Klein,Neg,26.7,29.2
Marlborough OO,Dougherty Valley PN,Misty Wang,Neg,29.2,29.3
OCSH Independent AJ,ADL VK,Lesly De Anda,Neg,28.5,29.3
Harrison SE,Golden State CW,Isaiah Salgado,Aff,28.7,28.4
Golden State KB,Lincoln East SP,Donhee Ham,Aff,29.4,29.3
Lexington NP,Millburn VS,Subrata Saharoy,Neg,27.9,28.0
Isidore Newman SE,Universe 7 TD,Flora Zhu,Neg,28.5,28.6
Southlake Carroll IM,Clear Lake CW,Haiet Ashar,Aff,29.2,28.4
Equality Independent BJ,Horace Greeley SG,Tahj Johnson,Neg,29.4,29.7
BASIS Silicon Valley YS,Harrison PB,Colter Heirigs,Aff,28.7,28.5
Lake Highland Prep SM,Brophy VW,Joseph Barquin,Neg,28.5,29.2
Woodlands Independent ML,San Marino CJ,Grant Brown,Neg,28.9,29.0
Clovis North ID,Peninsula JE,Valorie Lam,Neg,28.7,29.0
Northern Valley AC,Lexington OO,Li Ding,Aff,28.4,28.3
Brophy KL,Research Triangle KP,Andrei Nemoianu,Aff,27.5,27.0
Marlborough SS,Walpole SP,Denitsa Zvetkova,Aff,30.0,29.9
Sophie B. Wright Institute Of Academic Excellence BP,LAMP MK,Suhani Jampala,Aff,28.5,28.4
Vanguard Independent SG,Danville Area DN,Vernon D'Mello,Aff,30.0,28.0
LAMP JL,Hamilton GJ,Zoran Curgus,Aff,28.0,27.8
Lake Highland Prep SA,Frazer LD,Sophia Dal Pra,Neg,28.4,28.9
Bellevue Youth KZ,Lynbrook ST,Nicholas Santiago,Aff,29.3,29.0
Ridge SK,Bellevue Youth AM,Aman Jha,Aff,28.8,28.5
Park Vista CN,Marlborough JW,Scott Brown,Aff,29.1,29.0
Bellevue Youth MT,Gunn SP,Molly Wladis,Neg,28.0,29.4
Plano West RC,Lexington RI,Raj Pattabi,Aff,29.0,28.7
Princeton Day MW,Monta Vista SC,Avery Wilson,Neg,28.6,28.8
Golden State TR,Strake Jesuit  MZ,Daniel Shi,Neg,29.9,30.0
Hill SM,Meadows TB,Chansey Agler,Neg,28.7,29.0
Altamont MC,Northview JZ,Sonali Nicola,Neg,28.5,29.0
BASIS Scottsdale JV,Little Rock Central YH,Cyrus Jackson,Aff,29.0,28.9
