Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Cherry Hill HS East CR,Holy Trinity Episcopal AR,Kate Totz,Aff,29.3,29.0
Portola JL,Golden State KS,Donald Broussard,Aff,27.8,27.5
Marlborough JW,West Windsor Plainsboro HS North NN,Gopal kumar,Neg,27.0,28.0
Danville Area DN,Southlake Carroll IM,Zakai Petilon,Neg,29.1,29.2
Marlborough SM,Maccabees RS,Colter Heirigs,Aff,28.8,28.7
Sophie B. Wright Institute Of Academic Excellence BP,Dougherty Valley NM,Amanda Nobra,Aff,30.0,29.0
Awty International RY,Altamont MC,Ashley Jordaan,Neg,28.0,29.0
Southlake Carroll SK,Holy Trinity Episcopal CH,Flora Zhu,Aff,28.6,28.5
Frazer JR,Brophy VW,Lesly De Anda,Neg,28.8,29.0
Princeton Day MW,Coppell KT,Saied Beckford,Neg,28.2,29.1
Langham Creek LY,Klein GS,Zoran Curgus,Aff,30.0,29.7
Berkeley Carroll JH,Isidore Newman SE,Cyris Lim,Aff,29.0,28.5
Marlborough MF,Hunter AC,Rob Sosa,Neg,28.5,28.6
Altamont SB,Harrison SE,Grant Brown,Neg,29.4,29.5
Lincoln East SP,Harrison AN,Xin Zhao,Neg,28.7,28.8
Dougherty Valley SL,American Heritage Palm Beach NI,Chansey Agler,Aff,29.2,28.7
North Hollywood RL,Lynbrook VK,Lydia Aklilu,Neg,28.5,29.5
Kent Denver CM,Gunn CH,Michael Stewart,Aff,29.6,29.7
Marlborough AT,Golden State CW,Scott Brown,Neg,29.0,29.1
Research Triangle HF,Barrington AC,Daniel Shi,Aff,30.0,29.9
Monta Vista SC,Lynbrook RS,Brian Son,Neg,29.2,29.3
Research Triangle KP,Harrison JB,Isaiah Salgado,Aff,29.1,29.0
Lake Highland Prep SM,Plano West RC,Bo Zeng,Neg,28.5,29.1
Marlborough AL,Bothell MP,Vipul Panchal,Aff,29.2,29.0
Los Alamos AS,Strake Jesuit  EX,Katie DeBois,Aff,28.3,27.9
San Marino CJ,Ridge HK,Blake Ziegler,Neg,28.5,29.0
MSTW Independent AP,City Honors JB,Carlye Sanchez,Aff,30.0,29.9
Bellevue Youth AM,Frazer LD,Vardhini Seeram,Aff,29.0,26.0
OCSH Independent AJ,Trinity Prep GP,Diego Arcos,Neg,29.1,29.8
Harrison KI,Bellevue Youth KZ,Jordan Berry,Aff,29.5,27.5
SD BZ,BASIS Scottsdale JV,David Guidry,Neg,28.4,28.8
Memorial EJ,LAMP JL,Lydia Wang,Aff,29.4,28.8
