Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Woodla LB,Dulles AR,Danielle Sack,Aff,28.9,28.6
Woodla PF,Westwo SM,Kevon Haughton,Neg,27.0,28.0
Memori AD,ColHer CB,Lucia Bronfman,Neg,29.0,29.0
ColHer GM,Stuyve YL,Easton Peters,Aff,29.8,28.8
Chamin OS,CitHon JB,Lucia Bronfman,Neg,29.0,29.0
Stuyve AQ,PacCol JX,Elizabeth Hartley,Aff,29.4,27.2
StTho CO,CleLak LL,Kristen StoutHart,Aff,29.2,28.6
Woodla AP,Memorial LR,Miles Kshatriya,Neg,28.6,28.7
ADL HY,NOCSAM DN,Elizabeth Hartley,Aff,29.0,26.0
King DS,Greenh VT,Kafi Ummatul,Neg,29.0,29.0
Memori EW,Dulles DE,Walter Willis,Aff,28.8,28.0
Woodla AL,LinNor AR,Li Ding,Aff,27.5,27.4
Greenh OG,PinVie PB,Elmer Yang,Neg,28.8,28.9
CleLak RZ,Memori EJ,Truman Le,Neg,29.3,29.7
NOCSAM LD,Westwo DV,Emanuel Vargas,Neg,28.6,28.8
CleLak CW,ADL KW,Emanuel Vargas,Neg,28.8,29.0
Woodla ML,ADL VK,Li Ding,Neg,28.5,28.6
Whitmn SC,Greenh EX,Easton Peters,Neg,28.5,29.2
Memori AW,LanCre LY,Kevon Haughton,Neg,28.3,28.5
Stuyve KS,OakRid EG,Yousef Shehata,Neg,30.0,29.0
Cabot KB,Memori BL,Miles Kshatriya,Aff,30.0,29.8
Woodla RP,Uni7 TD,Kristen StoutHart,Neg,28.4,28.6
Woodla PD,Westwo AU,Pamela Lee,Neg,27.0,27.5
