Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Cabot KB,CleLak MF,Donald Broussard,Aff,28.2,28.0
Westwo AU,ADL KW,Donald Broussard,Neg,28.0,28.8
Woodla AP,Dulles SK,Elmer Yang,Neg,28.7,28.8
CitHon JB,King DS,Kristen StoutHart,Aff,29.0,28.5
Dulles SA,Memori AD,Timothy Zhang,Neg,29.0,30.0
Woodla NC,NOCSAM JW,Danielle Sack,Neg,28.8,29.2
Woodla RP,NOCSAM LD,Christian Kasten,Neg,26.1,27.3
ADL VK,Lynbro RT,Danielle Sack,Aff,28.5,28.2
Woodla PF,Dulles AM,Dilbagh Chahal,Neg,27.0,28.0
Woodla SY,Stuyve AQ,Muhammadbaqir Oloruntoyin,Neg,27.1,27.6
Greenh EX,Memori AW,Asia Hossain,Neg,30.0,30.0
Greenh OG,ColHer CB,Kristen StoutHart,Neg,28.6,28.8
Woodla SP,PacCol JX,Joel Henson,Neg,27.5,27.5
CleLak RZ,Whitmn SC,Elmer Yang,Aff,29.1,28.9
Woodla PD,CleLak SC,Asia Hossain,Aff,29.0,28.0
Woodla ML,CleLak CW,Christian Kasten,Aff,28.2,27.5
Westwo SM,CleLak LL,McKensie Osborn,Neg,30.0,29.0
Woodla SH,Dulles DE,Pamela Lee,Neg,25.0,26.5
Greenh VT,LanCre LY,Lucia Bronfman,Neg,30.0,30.0
ADL HY,Uni7 TD,Dilbagh Chahal,Aff,29.0,28.0
NOCSAM DN,ColHer GM,Miles Kshatriya,Neg,28.0,30.0
Memori EW,Westwo DV,Muhammadbaqir Oloruntoyin,Neg,28.2,28.6
Dulles AR,PinVie PB,Zaid Rashid,Neg,28.0,28.7
Woodla LB,Stuyve YL,Chloe Self,Neg,29.0,29.5
Memori BL,OakRid EG,Zaid Rashid,Aff,30.0,27.0
Woodlands DB,LinNor AR,McKensie Osborn,Neg,29.0,29.0
Woodla OY,Chamin OS,Pamela Lee,Neg,25.5,26.0
Memori EJ,StTho CO,Miles Kshatriya,Aff,29.9,29.8
Woodla AL,Stuyve KS,,"Aff FFT																									Neg BYE","Aff FFT																									Neg BYE",30.0
