Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Lynbrook OM,Strake Jesuit  DV,Sam Anderson,Aff,29.6,29.2
Carnegie Vanguard JB,BASIS Silicon Valley YS,Kate Totz,Neg,27.0,28.5
Research Triangle HF,Northwood JS,Sabrina To,Neg,28.0,28.9
New Orleans Charter Science And Math LD,Peninsula AU,Elmer Yang,Neg,28.8,28.9
Holy Trinity Episcopal AR,Woodlands Independent ML,Lily Nakakura,Aff,29.8,29.7
Mountain View AW,Pingry SH,El Barney,Neg,29.3,29.5
Newark Science EH,Harrison AG,Aimee Trivino,Aff,28.0,27.0
MSTW Independent AD,Harrison SE,Scott Brown,Neg,28.0,29.5
Southlake Carroll IM,Lynbrook ST,Jonathan Meza,Neg,29.1,29.2
Bellevue Youth AM,Harrison PB,Parnika Nammi,Aff,29.0,28.5
Little Rock Central GT,New York State Independent AS,Amanda Ciocca,Aff,29.9,29.6
Hunter AC,Apple Valley JB,Cyrus Jackson,Aff,29.2,29.0
OCSH Independent AJ,Dougherty Valley NP,Dan Crawford,Aff,27.0,25.0
Dougherty Valley SV,Jericho Unaffiliated LL,Alyssa Yuan,Aff,29.0,28.8
Lexington OO,City Honors JB,Kush Vijapure,Neg,29.0,29.3
Golden State JZ,Ridge AB,Shanker Padidam,Neg,24.0,25.0
Lexington EL,Harrison JB,Louis Ewington,Aff,29.7,29.5
Able2Shine AF,DuPont Manual HS    Youth Performing Arts SP,Jade Wu,Aff,29.8,28.8
Lynbrook AS,Bellevue Youth MY,Dwijavanti Varatharajan,Aff,29.5,29.0
Stratford Prep IJ,ModernBrain DL,Giovanny Zacarias,Aff,29.5,29.1
Pinewood CA,Northwood NC,Elizabeth Nicaj,Aff,28.9,27.9
Iowa City West AA,Golden State KS,Devin Jiang,Aff,29.3,28.7
Awty International AZ,Golden State CW,Brian Son,Aff,29.2,28.6
Hill SM,Horace Greeley CC,Colton Gilbert,Neg,28.8,29.2
Mountain View AG,Bellevue Youth AR,Kate Nidome,Aff,29.0,28.0
MSTW Independent AP,Northview JZ,David Guidry,Neg,29.1,29.3
University AH,Golden State AMa,Andy Chen,Neg,28.6,28.9
Apple Valley ZC,Ridge SP,Lucky Chiniasye,Neg,29.0,29.5
West HS SLC LM,Riverside Independent SH,Joey Antonelli,Neg,29.4,29.7
Strake Jesuit  EX,Horace Greeley AM,Jordan Brown,Neg,29.3,29.5
McNeil NV,Park Vista CN,Vik Maan,Aff,29.4,28.7
Riverside Independent OT,Montgomery Blair OR,Ben Clarke,Neg,28.0,29.0
Phillips Exeter Independent TH,St Luke's SM,Briajia Levi,Aff,29.3,29.2
Harrison LT,Harker JK,Kelly Brace,Neg,27.5,28.5
Peninsula SU,Coppell KT,Rob Sosa,Aff,29.5,29.3
MSTW Independent PM,Golden State ST,Monben Mayon,Aff,28.0,30.0
Lynbrook SV,Southlake Carroll SK,Saketh Kotapati,Neg,28.8,29.2
Golden State AM,Harker KA,Matthew Chi,Neg,29.4,29.6
Dougherty Valley SL,Northern Valley AC,Bhavya Mehta,Aff,28.7,28.6
Willamette SM,Hill JG,Donhee Ham,Neg,29.6,29.7
Awty International RY,Golden State SL,Aman Jha,Neg,28.6,29.0
Iowa City West DA,Golden State AB,James Jude,Aff,28.8,28.5
Harrison KI,ADL SC,Chelsea Hodgson,Aff,29.4,29.0
Riverside Independent PK,Mustang MC,Zhiying Hu,Aff,28.6,28.4
Research Triangle KP,Clear Lake CW,Carlye Sanchez,Neg,28.0,29.0
Bellevue Youth NW,Peninsula DN,Evelyn Asay,Aff,28.2,28.1
Eagan EM,Junipero Serra JM,Juan Boscan,Neg,28.2,28.3
BASIS Silicon Valley JK,Holy Trinity Episcopal CH,Martin Klein,Aff,29.3,29.0
Research Triangle YB,Golden State AK,Muzammil Mushtaq,Aff,28.5,28.0
Berkeley Carroll JH,Papaya Valley SK,Emilio Garza,Neg,29.0,29.2
Dougherty Valley PN,Peninsula JE,Ivelisse Tirado,Aff,28.5,28.4
Barrington AC,ADL VK,Ashley Zhao,Neg,29.1,29.2
Brophy VW,BASIS Silicon Valley VP,Adam Lipton,Neg,29.0,29.1
Veritas Independent TI,Monta Vista SC,Charu Lata,Aff,28.3,28.2
Phillips Exeter Independent JM,Dougherty Valley NM,Michael Harris,Neg,29.1,29.2
Ridge AG,Able2Shine ZZ,Bryan Brooks,Aff,29.0,28.0
Stratford Prep AM,Able2Shine MH,Lina Guo,Neg,29.6,29.9
BASIS Chandler AR,Lexington RI,Shadab Shah,Aff,26.5,26.0
Able2Shine MS,Cary Acad TB,Rashmi Rao,Neg,25.0,26.0
Harker AA,Cherry Hill HS East CR,Shawn Lo,Aff,29.7,29.6
Dougherty Valley MJ,Papaya Valley AA,Lydia Wang,Neg,28.8,28.9
Mission San Jose AS,Golden State KB,Jacob Nails,Aff,28.6,28.3
Sharks Independent JZ,Wheatley AM,Saied Beckford,Aff,29.5,29.0
