Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Junipero Serra JM,Apple Valley JB,Pranjal Verma,Neg,27.8,28.2
Able2Shine MS,Ridge MJ,Chelsea Hodgson,Aff,28.7,28.5
Mustang MC,Able2Shine MH,Charu Lata,Aff,29.0,28.5
Able2Shine ZZ,Dulles CZ,Jacob Nails,Aff,28.1,28.0
DuPont Manual HS    Youth Performing Arts SP,Ridge AB,Jonathan Meza,Neg,28.6,28.8
West HS SLC LM,Montgomery Blair OR,Vijay Kamma,Neg,25.0,25.1
Able2Shine AF,Jericho Unaffiliated LL,Bo Zeng,Aff,28.8,28.7
Lynbrook SV,Ridge SP,Shawn Lo,Aff,28.9,28.5
Berkeley Carroll JH,Carnegie Vanguard JB,Colton Gilbert,Aff,29.3,27.0
ADL VK,Ridge AG,Donhee Ham,Aff,29.6,29.4
Lynbrook OM,Veritas Independent TI,Martin Klein,Neg,28.2,29.5
ADL SC,Dougherty Valley NP,Lin Lin,Aff,28.5,27.0
Lynbrook AS,Dougherty Valley PN,Sabrina To,Aff,28.9,28.8
Sharks Independent KW,Brophy VW,Emilio Garza,Neg,28.7,28.8
Lynbrook ST,Little Rock Central GT,Lydia Aklilu,Aff,29.6,29.0
Peninsula JE,Dougherty Valley MJ,Giovanny Zacarias,Neg,28.8,29.0
Sharks Independent JZ,OCSH Independent AJ,Sampath Thummati,Neg,27.0,28.0
Hill SM,Dougherty Valley NM,Lily Nakakura,Neg,28.4,28.6
Peninsula AU,Cherry Hill HS East CR,Rob Sosa,Aff,28.6,28.5
Peninsula SU,Wheatley AM,Ava Manaker,Aff,29.7,28.9
Peninsula DN,Mission San Jose AS,Devin Jiang,Neg,28.8,29.2
Newark Science EH,Harrison JB,Scott Brown,Aff,29.5,28.0
Harker AA,St Luke's SM,Kelly Brace,Neg,28.0,28.5
Holy Trinity Episcopal CH,Harrison LT,Kate Totz,Aff,29.0,28.0
Harker KA,McNeil NV,Kush Vijapure,Neg,28.9,29.5
Harker JK,Harrison KI,James Jude,Aff,29.2,29.1
Holy Trinity Episcopal AR,Harrison AG,Jordan Brown,Aff,29.5,29.4
Strake Jesuit  DV,Barrington AC,Michael Harris,Neg,29.2,30.0
Iowa City West VD,Clear Lake CW,Elmer Yang,Neg,29.2,29.3
Iowa City West AA,Harrison SE,Dan Crawford,Neg,26.0,28.0
Strake Jesuit  EX,Harrison PB,Sam Anderson,Aff,29.2,29.1
Northwood JS,Pinewood CA,Briajia Levi,Aff,29.2,29.1
Research Triangle YB,Eagan EM,Vik Maan,Neg,27.5,27.6
Northwood NC,Bellevue Youth NW,Kate Nidome,Aff,28.0,26.0
Research Triangle HF,Northern Valley AC,Evelyn Asay,Neg,28.0,29.0
Awty International AZ,Bellevue Youth AM,Lucky Chiniasye,Aff,28.5,27.0
Awty International RY,Woodlands Independent ML,Raj Pattabi,Neg,28.7,29.1
Research Triangle KP,Pingry SH,Lydia Wang,Aff,28.0,27.9
Southlake Carroll SK,Bellevue Youth MT,Mingyuan Wang,Aff,29.0,28.5
MSTW Independent PM,Bellevue Youth MY,Sruthi Vemuri,Aff,29.0,28.8
Southlake Carroll IM,Willamette SM,Louis Ewington,Aff,29.0,27.5
MSTW Independent AP,New York State Independent AS,Brian Son,Aff,29.0,28.7
Horace Greeley CC,Bellevue Youth AR,Lina Guo,Aff,30.0,29.9
MSTW Independent AD,Hunter AC,Ben Clarke,Neg,28.0,29.0
Riverside Independent OT,Golden State KS,Saied Beckford,Aff,28.3,28.2
Horace Greeley AM,Golden State SL,Bhavya Mehta,Aff,28.7,28.6
Mountain View AG,Coppell KT,Fang Yang,Neg,28.2,28.4
Riverside Independent SH,University AH,Carlye Sanchez,Aff,29.7,29.0
Mountain View AW,Golden State AB,Cyrus Jackson,Aff,29.3,29.0
Riverside Independent PK,Edgemont SS,Andy Chen,Aff,29.0,28.5
Apple Valley ZC,Golden State KB,Monben Mayon,Aff,30.0,27.9
BASIS Silicon Valley YS,Golden State ST,Aman Jha,Aff,29.0,27.0
BASIS Silicon Valley JK,BASIS Chandler AR,Muzammil Mushtaq,Aff,29.0,28.0
BASIS Silicon Valley VP,Marlborough DK,Matt Cekanor,Aff,29.3,29.0
ModernBrain JL,Golden State AK,Alyssa Yuan,Neg,26.5,27.5
Lexington RI,City Honors JB,Rowan MacLean,Neg,29.1,29.6
Phillips Exeter Independent TH,Hamilton GJ,Donald Broussard,Aff,28.0,27.5
Lexington EL,Golden State JZ,David Guidry,Aff,28.4,28.2
Phillips Exeter Independent JM,Monta Vista SC,Huiju Zhang,Aff,29.1,29.0
Lexington OO,Golden State AMa,Patrick Fox,Aff,28.8,28.2
Stratford Prep AM,Golden State CW,Sreenivasulu Kankanala,Aff,28.0,27.9
Cary Acad TB,Northview JZ,Juan Boscan,Aff,28.2,28.1
Cary Acad AF,Golden State TR,Dwijavanti Varatharajan,Aff,29.0,27.5
Stratford Prep IJ,New Orleans Charter Science And Math LD,Aimee Trivino,Neg,27.0,28.0
Papaya Valley AA,Park Vista CN,Amanda Ciocca,Neg,28.7,29.1
Iowa City West DA,ModernBrain DL,Wyatt Hatfield,Neg,28.8,29.2
