Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Lake Mary FM,McCallum JF,Pamela Lee,Neg,26.5,26.7
Ardsley NN,Strake Jesuit  BB,Tajaih Robinson,Neg,29.2,29.3
Robinson AD,Lake Highland Prep CG,Arthur Kulawik,Neg,29.0,29.1
BASIS Peoria SC,Walpole SP,Ravi Sitwala,Neg,28.4,28.9
Mountain Brook SW,Dripping Springs AK,Chloe Wolf,Aff,29.4,29.4
McNeil NV,Carrollwood Day GL,Eric Huang,Aff,29.3,29.0
Woodlands Independent ML,Greenhill DM,Nate Watkins,Neg,29.0,29.4
Bridgewater Raritan AP,Memorial EJ,Anderson Hendrix,Neg,29.3,29.4
Memorial AW,Harrison AN,Elijah Smith,Aff,28.7,28.6
Ridge HK,Lake Mary JA,Colton Gilbert,Neg,26.8,28.8
American Heritage Broward RN,Lexington LA,Frances Yong,Aff,29.5,29.0
American Heritage Palm Beach NI,Pine View BL,David Cai,Neg,28.2,28.5
Lake Highland Prep JQ,Berkeley Carroll JH,Colton Gilbert,Neg,28.8,29.3
American Heritage Broward JCo,Mountain Brook MH,Aimee Trivino,Neg,27.7,28.0
St Andrew's Episcopal MK,Plano West NS,Ryan Love,Neg,28.8,28.9
Lexington NP,Franklin RL,Nikita Tanguturi,Aff,28.9,28.7
Colleyville Heritage CB,Chaminade OS,Kathryn DeBois,Neg,28.4,28.5
BASIS Peoria SR,Jasper CW,Fei-Lu Qian,Aff,29.0,28.9
American Heritage Broward CM,Strake Jesuit  SR,Tajaih Robinson,Neg,29.4,29.5
Southern Lehigh JS,Sehome RS,Andrew Brandt,Neg,28.4,28.5
Ridge EL,Dripping Springs AG,Shubham Kumar,Aff,29.1,28.7
Holy Trinity Episcopal CH,Laurel CW,Rose Larson,Aff,29.3,28.5
Pine View CW,Berkeley Carroll ZM,Charles Zenhausern,Aff,29.4,28.9
Strath Haven NS,Cherokee Trail AE,Adam Chawansky,Aff,29.2,28.5
Stuyvesant EM,George Washington IF,Aidan Etkin,Neg,28.4,28.8
Pennsbury AW,Millard North KB,Lauren Upadhyay,Neg,29.0,29.3
Stratford Prep AK,Mountain Brook CJ,Pamela Lee,Neg,28.0,28.1
Clark Advanced Learning Center GL,American Heritage Broward SM,Fariya Sharif,Neg,27.0,29.0
Horace Greeley AM,McNeil AS,Philimon Yosafat,Neg,29.5,29.6
BASIS Scottsdale JV,Lake Highland Prep SR,Neil Buhl,Aff,29.3,29.2
Chapin AF,McDowell GW,Joe Zhao,Neg,28.5,28.6
Phillips Exeter JMa,LAMP JL,Spencer Orlowski,Neg,28.2,28.4
Lexington OO,Brophy KL,Jacob Skolnick,Aff,29.3,28.3
Harrison PB,Stuyvesant AQ,Karen Byron,Neg,28.5,28.7
Southlake Carroll AB,Bridgewater Raritan MM,Fariya Sharif,Aff,29.0,28.5
Syosset AH,Brophy MC,Tracy Brown,Aff,28.9,28.8
Clark Advanced Learning Center SM,Stuyvesant GC,Steven Sigler,Neg,27.8,28.3
Hunter AC,Millburn SK,Tom Evnen,Aff,28.6,28.8
Stuyvesant ELi,Scarsdale AR,Yma Andries,Aff,29.0,28.9
Memorial BL,Cary Acad TB,James Miller,Aff,29.3,28.5
Brophy YS,Plano West SG,Priya Aggarwal,Neg,29.3,29.4
Research Triangle HF,North Allegheny SA,Arthur Kulawik,Aff,29.1,29.0
Plano West RC,Brophy VW,Garrett Bishop,Aff,29.4,29.2
Phillips Exeter JM,Park City MS,Sean Wallace,Aff,28.9,28.7
Acton-Boxborough NK,Holy Trinity Episcopal AR,Nicholas Ford,Aff,29.4,29.0
Hunter TB,Strake Jesuit  MM,Naresh Rajanna,Neg,28.8,29.0
Clark Advanced Learning Center EL,West Boca Raton AL,Adam Chawansky,Neg,28.8,29.1
Strake Jesuit  EX,Northern Valley AC,Will Trinh,Neg,29.2,29.4
Plano West ZM,Cabot KB,Amanda Ciocca,Aff,29.9,30.0
Clark Advanced Learning Center AB,Brophy AS,Coby Hoffman,Neg,28.5,29.0
Mountain Lakes EW,Syosset AP,Zhiying Hu,Aff,29.2,29.0
Montville AS,Princeton Day MW,Chloe Wolf,Neg,29.5,29.6
Harrison SE,Fort Walton Beach AW,Tasneem Ghadiali,Aff,28.8,28.5
Lake Highland Prep GM,Arizona Chandler Independent SZ,Joey Antonelli,Aff,28.9,28.7
Lake Travis KF,Cypress Ranch SS,Allison Flemister,Neg,27.9,28.5
Hill SM,Strake Jesuit  NF,Will Trinh,Neg,28.6,28.7
St Luke's SM,Lake Highland Prep AW,Jordan Brown,Aff,29.3,29.0
Ridge SK,Cherry Hill HS East CR,Stephen Scopa,Aff,29.2,28.7
Strake Jesuit  KS,American Heritage Broward ZC,Sean Wallace,Neg,29.5,29.8
Greenhill AK,Phillips Exeter JL,Casey Meyer,Neg,28.5,28.8
St Thomas CO,Lexington RB,Lily Nakakura,Aff,29.5,27.9
Sequoyah MA,New York State Independent LL,Elizabeth Nicaj,Aff,28.1,27.9
Lake Highland Prep CB,Hunter GK,Aimee Saunders,Aff,29.5,29.0
Eden Prairie IG,Brophy NR,Brooke Schiano-Gonzalez,Neg,28.4,29.4
Pusch Ridge Christian SD,Research Triangle KP,Stephen Scopa,Neg,27.0,27.5
Nova 42 EW,William G. Enloe SG,James Grey,Neg,29.8,29.5
Strake Jesuit  DV,Loyola Blakefield NS,Yash Agrawal,Aff,29.0,28.9
Greenhill EX,Plano West AR,Luke Schooler,Neg,29.4,29.9
Lake Highland Prep AC,Montgomery Blair OR,Kamran Mahmood,Neg,29.0,30.0
Fort Walton Beach CR,American Heritage Broward CA,Blake Ziegler,Neg,28.7,29.0
Edgemont AG,Strake Jesuit  LC,Jordan Keller,Neg,28.9,29.2
Ridge MS,Strake Jesuit  MZ,Spencer Swickle,Neg,29.0,29.1
North Allegheny AT,Fossil Ridge MS,Fei-Lu Qian,Neg,27.5,29.5
Millburn VS,Greenhill MA,Jason Parish,Neg,28.7,29.0
Stuyvesant EJ,Phillips Exeter ES,Priya Aggarwal,Neg,29.5,29.7
Vestavia Hills VZ,Cape Fear MS,Judy Cheng,Aff,30.0,29.0
Robinson KN,Little Rock Central GT,Jharick Shields,Neg,28.6,29.3
Edgemont VS,Horace Greeley SG,Tracy Brown,Neg,29.3,29.5
City Honors JB,Bronx Science CH,Osmane Sanogo,Neg,29.1,29.2
Scarsdale VT,Greenhill VT,Lauren Upadhyay,Aff,29.1,29.0
Strake Jesuit  SW,Cary Acad LM,Ethan Park,Aff,28.9,29.0
Lexington VZ,BASIS Chandler WI,Susi Campbell,Neg,28.5,26.0
Maccabees RS,Strake Jesuit  BC,David Asafu-Adjaye,Aff,28.5,28.7
Colleyville Heritage GM,Greenhill SK,Jordan Keller,Neg,29.3,29.4
LAMP MK,Strake Jesuit  SA,Lily Nakakura,Neg,28.3,28.9
Phillips Exeter SB,Plano West CH,Chansey Agler,Neg,28.1,28.4
Bronx Science SS,Robinson BV,Saied Beckford,Aff,29.1,29.0
BASIS Peoria SJ,Harrison AG,Jacob Smith,Neg,28.7,29.4
